Accuracy,Precision,Recall,F1 Score,Dice Coefficient,IoU,Specificity,AUC-ROC
0.8940995810688406,0.27146555239127756,0.1458963983705863,0.1897913612070842,0.1897913157330501,0.10484502014841834,0.9636194462727345,0.6926857749074878
