loss,accuracy,dice_coef,precision_m,recall_m,f1_m,val_loss,val_accuracy,val_dice_coef,val_precision_m,val_recall_m,val_f1_m
1.211705207824707,0.8901795744895935,0.16532759368419647,0.2655176818370819,0.1382887363433838,0.17287009954452515,1.204424262046814,0.8782575130462646,0.17848354578018188,0.28363290429115295,0.18594014644622803,0.2090792953968048
1.2035102844238281,0.8846322894096375,0.1658373475074768,0.23334068059921265,0.1444544792175293,0.16832274198532104,1.2193446159362793,0.8724417686462402,0.15507572889328003,0.1740698367357254,0.0972561165690422,0.11371656507253647
1.1908502578735352,0.8920526504516602,0.16617664694786072,0.2537399232387543,0.12333781272172928,0.16078704595565796,1.246970295906067,0.8411328196525574,0.17834576964378357,0.18935005366802216,0.21825562417507172,0.19274000823497772
1.1810059547424316,0.8911288380622864,0.1677083671092987,0.2519136369228363,0.12976452708244324,0.16717751324176788,1.1764918565750122,0.8958389759063721,0.1523703634738922,0.28812962770462036,0.04829318821430206,0.07234087586402893
1.1706860065460205,0.8930132389068604,0.16896261274814606,0.2797132432460785,0.12894675135612488,0.16825036704540253,1.1916637420654297,0.8905419707298279,0.1553650051355362,0.25145408511161804,0.06705138087272644,0.09388522803783417
1.1601436138153076,0.8907883763313293,0.1746455878019333,0.2806839346885681,0.14916568994522095,0.18733902275562286,1.17481529712677,0.8922231197357178,0.1600227802991867,0.20236839354038239,0.061900828033685684,0.08778204023838043
1.149975061416626,0.8916395902633667,0.17797523736953735,0.28163662552833557,0.15820923447608948,0.19649548828601837,1.2543303966522217,0.8470354080200195,0.16590668261051178,0.1642311066389084,0.14999011158943176,0.1407410204410553
1.1496471166610718,0.8949466943740845,0.17243167757987976,0.28028327226638794,0.12697233259677887,0.1668371856212616,1.1610850095748901,0.8939677476882935,0.15883506834506989,0.31787559390068054,0.060647863894701004,0.08464082330465317
1.1393101215362549,0.894309937953949,0.1778167337179184,0.2862798869609833,0.14768731594085693,0.18901656568050385,1.205375075340271,0.8650954365730286,0.17381437122821808,0.23307116329669952,0.1773885041475296,0.18213604390621185
1.1374622583389282,0.890460729598999,0.17817538976669312,0.27718546986579895,0.14454008638858795,0.18007831275463104,1.1366870403289795,0.8721089959144592,0.20071542263031006,0.2631804645061493,0.22550207376480103,0.23065140843391418
1.1324132680892944,0.8935747146606445,0.1785563975572586,0.28162065148353577,0.14328229427337646,0.18373721837997437,1.1672550439834595,0.8850207924842834,0.16284017264842987,0.2693069875240326,0.1094723790884018,0.1322486698627472
1.1221508979797363,0.893423318862915,0.18582162261009216,0.29397886991500854,0.1564972698688507,0.1984413117170334,1.1482508182525635,0.8689845204353333,0.20087485015392303,0.26757749915122986,0.23351982235908508,0.23544102907180786
1.117612361907959,0.8954988718032837,0.1874479055404663,0.30623653531074524,0.15886887907981873,0.2042354792356491,1.1237120628356934,0.8881232142448425,0.18440979719161987,0.3179068863391876,0.14321641623973846,0.17780213057994843
1.113426923751831,0.8952087163925171,0.19063378870487213,0.31145647168159485,0.17110422253608704,0.21455352008342743,1.197662591934204,0.8479655981063843,0.17354708909988403,0.17237797379493713,0.18232454359531403,0.16752219200134277
1.1126348972320557,0.893368661403656,0.18951547145843506,0.3019234538078308,0.16302336752414703,0.20363982021808624,1.2672392129898071,0.8267312049865723,0.17622680962085724,0.15671195089817047,0.20205563306808472,0.16651113331317902
1.1152408123016357,0.8936401605606079,0.18631424009799957,0.28950437903404236,0.15018531680107117,0.18980880081653595,1.1505450010299683,0.8934671878814697,0.1610087901353836,0.38337865471839905,0.10182002186775208,0.13378849625587463
1.096805214881897,0.8972386121749878,0.19951045513153076,0.328500360250473,0.17340198159217834,0.2210870385169983,1.1191102266311646,0.8981369733810425,0.1783398985862732,0.37257152795791626,0.11545667052268982,0.16366106271743774
1.1027108430862427,0.8945090770721436,0.19453680515289307,0.3080791234970093,0.16964052617549896,0.21168358623981476,1.1231448650360107,0.8797743320465088,0.19309833645820618,0.2709614038467407,0.15683583915233612,0.1786104142665863
1.0941065549850464,0.8948443531990051,0.20199547708034515,0.32280948758125305,0.1858513504266739,0.22815679013729095,1.1200438737869263,0.8804007172584534,0.19249574840068817,0.2808072566986084,0.16334761679172516,0.1827545464038849
1.0865323543548584,0.8970165252685547,0.20563912391662598,0.3360036611557007,0.18785393238067627,0.23558743298053741,1.147123098373413,0.8848618268966675,0.18022757768630981,0.3655073940753937,0.13606075942516327,0.16531890630722046
1.0822675228118896,0.8948255181312561,0.21080853044986725,0.32720252871513367,0.19503702223300934,0.23816466331481934,1.1534439325332642,0.8798507452011108,0.17039671540260315,0.2594786584377289,0.13129864633083344,0.15551172196865082
1.0792765617370605,0.8947193622589111,0.21250514686107635,0.3362031877040863,0.19885346293449402,0.24251624941825867,1.1294273138046265,0.8868839740753174,0.18072853982448578,0.28916478157043457,0.1362726092338562,0.1660885214805603
1.070712924003601,0.8959848880767822,0.2182539701461792,0.3417702913284302,0.21254897117614746,0.25665396451950073,1.1336820125579834,0.8868805170059204,0.19038033485412598,0.35895130038261414,0.15364843606948853,0.18785862624645233
1.0665810108184814,0.8948037624359131,0.2225838452577591,0.3426077663898468,0.21979586780071259,0.2595394551753998,1.174714207649231,0.8742853999137878,0.17711815237998962,0.2400813102722168,0.14545203745365143,0.1596163511276245
1.07187819480896,0.8954472541809082,0.21798065304756165,0.33559197187423706,0.20787401497364044,0.2506483197212219,1.1407960653305054,0.8856236338615417,0.1790923774242401,0.30881020426750183,0.132088303565979,0.15896710753440857
1.061976432800293,0.8969336152076721,0.22530092298984528,0.35123971104621887,0.21805603802204132,0.2626664936542511,1.1428087949752808,0.8750683069229126,0.21175852417945862,0.29718562960624695,0.21209344267845154,0.21984273195266724
1.0627882480621338,0.894874095916748,0.22908978164196014,0.34611639380455017,0.2320667803287506,0.27002203464508057,1.1831467151641846,0.8538451790809631,0.1779978722333908,0.18212354183197021,0.189594566822052,0.17500624060630798
1.0611320734024048,0.8942577242851257,0.22751203179359436,0.3370458781719208,0.2204623967409134,0.26139557361602783,1.1552149057388306,0.8657047748565674,0.1870671808719635,0.2116921842098236,0.18859511613845825,0.1903388500213623
1.0531387329101562,0.8963357210159302,0.23220062255859375,0.3512847423553467,0.2327924221754074,0.2723846435546875,1.1184746026992798,0.8818840384483337,0.20134049654006958,0.2954671382904053,0.1819264441728592,0.2044135481119156
1.0563491582870483,0.8953744769096375,0.23304955661296844,0.3527688980102539,0.2337127923965454,0.27517345547676086,1.1399849653244019,0.8851273655891418,0.1903521567583084,0.2954197824001312,0.162856325507164,0.19428475201129913
1.0493600368499756,0.8980252742767334,0.23543812334537506,0.3639947474002838,0.2298995405435562,0.27535176277160645,1.141370415687561,0.8814536333084106,0.19980023801326752,0.3142256736755371,0.1832236796617508,0.20147773623466492
1.0453284978866577,0.8972598910331726,0.23883993923664093,0.36869460344314575,0.23768740892410278,0.2807350158691406,1.1372517347335815,0.8821302652359009,0.1937553435564041,0.29608526825904846,0.16688162088394165,0.18871061503887177
1.0422989130020142,0.896458625793457,0.24320566654205322,0.36125314235687256,0.24482253193855286,0.2853805124759674,1.1329011917114258,0.8837073445320129,0.2005055844783783,0.3171555697917938,0.17234563827514648,0.19692403078079224
1.0410819053649902,0.8961697220802307,0.2431325763463974,0.36360862851142883,0.245552197098732,0.2842673659324646,1.1299400329589844,0.884587287902832,0.18853312730789185,0.3215665817260742,0.15497082471847534,0.18207302689552307
1.037380576133728,0.8981878757476807,0.24432583153247833,0.3688737154006958,0.24832671880722046,0.2871776223182678,1.1287389993667603,0.8815587759017944,0.20366270840168,0.3641505837440491,0.1852855235338211,0.2076478898525238
1.0236202478408813,0.9004248976707458,0.2564907968044281,0.39070913195610046,0.26256027817726135,0.30817678570747375,1.1629408597946167,0.8838939070701599,0.1874111443758011,0.30171042680740356,0.15910601615905762,0.1787485033273697
