loss,accuracy,dice_coef,precision_m,recall_m,f1_m,val_loss,val_accuracy,val_dice_coef,val_precision_m,val_recall_m,val_f1_m
1.5660911798477173,0.5666613578796387,0.15582580864429474,0.10578645020723343,0.5301790833473206,0.17345546185970306,1.469442367553711,0.9034729599952698,0.15320667624473572,0.0038802449125796556,0.00022604143305215985,0.0004242946160957217
1.5016814470291138,0.6466284394264221,0.15456324815750122,0.11834803968667984,0.4685444235801697,0.1852099597454071,1.3604485988616943,0.9069449305534363,0.147023007273674,0.08230351656675339,0.0009749290766194463,0.0019060085760429502
1.4673091173171997,0.7065719366073608,0.1569141447544098,0.1321910172700882,0.434327632188797,0.19891780614852905,1.326897144317627,0.9068324565887451,0.14215782284736633,0.08984760195016861,0.0012268966529518366,0.0023955022916197777
1.439440369606018,0.7516989707946777,0.15547464787960052,0.1405116468667984,0.36695611476898193,0.1975504755973816,1.2932255268096924,0.9076293706893921,0.14167720079421997,0.08881626278162003,0.000442714081145823,0.0008729950059205294
1.4118523597717285,0.7794947028160095,0.1568938046693802,0.14729523658752441,0.3223288357257843,0.196934312582016,1.285415530204773,0.9084102511405945,0.1425505429506302,0.13625399768352509,0.0004580647510010749,0.0009118965244852006
1.3853448629379272,0.8130307793617249,0.15604433417320251,0.15757888555526733,0.2700420320034027,0.19094733893871307,1.276721477508545,0.9082748889923096,0.14214923977851868,0.26870763301849365,0.0003441519511397928,0.0006864926544949412
1.3596521615982056,0.8278108239173889,0.15787728130817413,0.1702200472354889,0.25655892491340637,0.19859163463115692,1.3222579956054688,0.8624066710472107,0.1488932967185974,0.09309914708137512,0.05965777859091759,0.06760909408330917
1.3357772827148438,0.8510584235191345,0.1585247963666916,0.19561736285686493,0.2153618484735489,0.19367295503616333,1.2738234996795654,0.8917208313941956,0.16195322573184967,0.3296472132205963,0.10370460152626038,0.13573946058750153
1.317718267440796,0.857721209526062,0.15678197145462036,0.19091647863388062,0.1850976049900055,0.17578046023845673,1.2663536071777344,0.8888064622879028,0.16659285128116608,0.30713507533073425,0.12677666544914246,0.15866169333457947
1.2946548461914062,0.8677011132240295,0.1602015644311905,0.20209944248199463,0.18084803223609924,0.17948150634765625,1.25374174118042,0.8996016383171082,0.14924484491348267,0.23056255280971527,0.041274748742580414,0.06398794054985046
1.2753159999847412,0.8775702118873596,0.16075946390628815,0.22964435815811157,0.16499276459217072,0.18406887352466583,1.324517011642456,0.8498209714889526,0.1576043963432312,0.15139375627040863,0.1304686814546585,0.13041813671588898
1.257961392402649,0.877977192401886,0.1620340645313263,0.22219811379909515,0.15603211522102356,0.17459361255168915,1.2407349348068237,0.8963929414749146,0.1532798409461975,0.2476726919412613,0.051943160593509674,0.07764744013547897
1.2426141500473022,0.8843799233436584,0.16163340210914612,0.22620464861392975,0.1352548599243164,0.16155023872852325,1.2568013668060303,0.8620955944061279,0.18529033660888672,0.2711067199707031,0.22786466777324677,0.22349411249160767
1.2279036045074463,0.8819016814231873,0.16386304795742035,0.23316606879234314,0.14550291001796722,0.1695234775543213,1.2368227243423462,0.8910009264945984,0.16321101784706116,0.24219171702861786,0.08584410697221756,0.11294371634721756
